school,pupil,lang_score,ses,IQ_verb,sex,Minority,sch_ses,sch_iqv,sch_min
97,1570,29,-9.73,-2.37,0,0,-5.616,-0.0891,0.056
97,1571,32,-2.73,-1.37,1,0,-5.616,-0.0891,0.056
98,1572,48,-14.73,4.13,0,0,-10.377,-0.0418,0.05
98,1573,38,-10.73,-0.87,0,0,-10.377,-0.0418,0.05
98,1574,42,-12.73,0.13,0,0,-10.377,-0.0418,0.05
98,1575,31,-14.73,0.13,0,0,-10.377,-0.0418,0.05
98,1576,31,-9.73,-0.87,0,0,-10.377,-0.0418,0.05
98,1577,38,5.27,4.63,0,0,-10.377,-0.0418,0.05
98,1578,48,-12.73,2.63,0,0,-10.377,-0.0418,0.05
98,1579,44,-12.73,1.13,0,0,-10.377,-0.0418,0.05
98,1580,35,-14.73,0.63,0,0,-10.377,-0.0418,0.05
98,1581,31,-17.73,-3.37,1,0,-10.377,-0.0418,0.05
98,1582,30,-17.73,-2.87,1,1,-10.377,-0.0418,0.05
98,1583,46,-12.73,-0.87,1,0,-10.377,-0.0418,0.05
98,1584,48,12.27,0.63,1,0,-10.377,-0.0418,0.05
98,1585,28,-4.73,-1.87,1,0,-10.377,-0.0418,0.05
98,1586,36,-2.73,-0.87,1,0,-10.377,-0.0418,0.05
98,1587,39,-14.73,1.63,1,0,-10.377,-0.0418,0.05
98,1588,46,-9.73,1.13,1,0,-10.377,-0.0418,0.05
98,1589,38,-14.73,-1.37,1,0,-10.377,-0.0418,0.05
98,1590,31,-9.73,-3.37,1,0,-10.377,-0.0418,0.05
98,1591,33,-17.73,-1.37,1,0,-10.377,-0.0418,0.05
99,1592,38,-10.73,-2.37,1,0,-0.455,0.815,0
99,1593,43,12.27,-1.87,1,0,-0.455,0.815,0
99,1594,9,-7.73,-4.87,0,0,-0.455,0.815,0
99,1595,33,-5.73,0.63,0,0,-0.455,0.815,0
99,1596,51,0.27,1.63,1,0,-0.455,0.815,0
99,1597,51,15.27,2.13,0,0,-0.455,0.815,0
99,1598,37,-10.73,2.13,0,0,-0.455,0.815,0
99,1599,48,-8.73,4.13,0,0,-0.455,0.815,0
99,1600,50,6.27,1.63,1,0,-0.455,0.815,0
99,1601,51,-7.73,1.63,1,0,-0.455,0.815,0
99,1602,57,12.27,4.13,1,0,-0.455,0.815,0
101,1603,44,-4.73,0.13,1,0,-0.988,-1.0625,0.043
101,1604,46,5.27,-0.87,0,0,-0.988,-1.0625,0.043
101,1605,53,2.27,0.13,0,0,-0.988,-1.0625,0.043
101,1606,30,-7.73,-1.37,0,0,-0.988,-1.0625,0.043
101,1607,27,-17.73,-0.37,0,0,-0.988,-1.0625,0.043
101,1608,40,-4.73,1.13,1,0,-0.988,-1.0625,0.043
101,1609,45,-4.73,-2.87,1,1,-0.988,-1.0625,0.043
101,1610,37,-14.73,-2.87,0,0,-0.988,-1.0625,0.043
101,1611,50,5.27,0.13,1,0,-0.988,-1.0625,0.043
101,1612,46,2.27,-1.87,1,0,-0.988,-1.0625,0.043
101,1613,47,2.27,0.13,1,0,-0.988,-1.0625,0.043
101,1614,54,7.27,4.13,1,0,-0.988,-1.0625,0.043
101,1615,50,5.27,3.63,0,0,-0.988,-1.0625,0.043
101,1616,50,-2.73,-5.87,0,0,-0.988,-1.0625,0.043
101,1617,35,-4.73,-4.37,0,0,-0.988,-1.0625,0.043
101,1618,30,-7.73,-6.37,0,0,-0.988,-1.0625,0.043
101,1619,48,2.27,-1.37,1,0,-0.988,-1.0625,0.043
101,1620,55,-7.73,1.13,1,0,-0.988,-1.0625,0.043
101,1621,35,7.27,-2.87,1,0,-0.988,-1.0625,0.043
101,1622,38,2.27,0.13,1,0,-0.988,-1.0625,0.043
101,1623,38,5.27,-2.87,1,0,-0.988,-1.0625,0.043
101,1624,41,5.27,-1.37,1,0,-0.988,-1.0625,0.043
101,1625,31,2.27,0.13,0,0,-0.988,-1.0625,0.043
103,1646,15,-12.73,-1.87,0,0,-14.527,-4.8113,0.778
103,1647,21,-17.73,-7.87,0,1,-14.527,-4.8113,0.778
103,1648,29,-7.73,-4.87,0,1,-14.527,-4.8113,0.778
103,1649,15,-17.73,-5.87,0,0,-14.527,-4.8113,0.778
104,1650,19,-10.73,-5.37,1,1,-10.894,-1.519,0.167
104,1651,37,-16.73,-0.37,1,1,-10.894,-1.519,0.167
104,1653,30,-7.73,-2.37,1,0,-10.894,-1.519,0.167
104,1654,23,-16.73,-2.37,0,0,-10.894,-1.519,0.167
104,1655,26,-12.73,-2.37,0,0,-10.894,-1.519,0.167
104,1656,36,-7.73,-4.37,1,1,-10.894,-1.519,0.167
104,1657,19,-12.73,-3.37,0,0,-10.894,-1.519,0.167
104,1658,28,-12.73,-2.87,0,0,-10.894,-1.519,0.167
104,1659,27,-16.73,-3.87,0,0,-10.894,-1.519,0.167
104,1660,29,5.27,-1.37,0,0,-10.894,-1.519,0.167
104,1661,38,-12.73,2.13,0,1,-10.894,-1.519,0.167
104,1662,51,-3.73,3.63,0,0,-10.894,-1.519,0.167
104,1664,27,-12.73,-5.37,0,0,-10.894,-1.519,0.167
104,1665,40,-12.73,0.13,1,0,-10.894,-1.519,0.167
104,1666,34,-3.73,-0.37,1,0,-10.894,-1.519,0.167
104,1667,36,-12.73,-0.87,0,0,-10.894,-1.519,0.167
104,1668,43,-8.73,0.13,0,0,-10.894,-1.519,0.167
104,1669,44,-10.73,0.13,0,0,-10.894,-1.519,0.167
104,1671,34,-12.73,2.63,0,0,-10.894,-1.519,0.167
104,1672,30,-12.73,-2.37,1,0,-10.894,-1.519,0.167
104,1673,24,-16.73,-2.37,0,0,-10.894,-1.519,0.167
106,1675,25,-12.73,-5.87,1,1,0.636,-1.1396,0.182
106,1676,27,2.27,-1.37,1,0,0.636,-1.1396,0.182
106,1677,25,-17.73,-0.87,1,1,0.636,-1.1396,0.182
106,1678,49,15.27,0.63,0,0,0.636,-1.1396,0.182
106,1679,29,-7.73,0.13,0,0,0.636,-1.1396,0.182
106,1680,52,19.27,2.13,1,0,0.636,-1.1396,0.182
106,1681,27,-4.73,-2.37,1,0,0.636,-1.1396,0.182
106,1682,49,9.27,0.63,1,0,0.636,-1.1396,0.182
106,1683,42,-4.73,-0.37,1,0,0.636,-1.1396,0.182
106,1684,34,2.27,-3.87,0,0,0.636,-1.1396,0.182
107,1685,51,12.27,2.63,1,0,11.214,1.2802,0
107,1686,43,19.27,-0.87,1,0,11.214,1.2802,0
107,1687,42,7.27,1.13,1,0,11.214,1.2802,0
107,1688,29,-0.73,-0.37,0,0,11.214,1.2802,0
107,1689,39,5.27,2.63,0,0,11.214,1.2802,0
107,1690,49,22.27,3.63,1,0,11.214,1.2802,0
107,1691,41,-7.73,2.13,0,0,11.214,1.2802,0
107,1692,23,22.27,0.63,0,0,11.214,1.2802,0
107,1693,48,9.27,2.13,0,0,11.214,1.2802,0
107,1694,22,15.27,-0.87,1,0,11.214,1.2802,0
107,1695,19,15.27,-0.87,1,0,11.214,1.2802,0
107,1696,52,22.27,3.13,0,0,11.214,1.2802,0
107,1697,53,22.27,5.13,0,0,11.214,1.2802,0
107,1698,37,22.27,0.63,0,0,11.214,1.2802,0
107,1699,44,-7.73,2.13,1,0,11.214,1.2802,0
107,1700,34,2.27,-0.37,1,0,11.214,1.2802,0
107,1701,30,9.27,-0.87,0,0,11.214,1.2802,0
108,1703,41,-9.73,1.13,0,0,2.973,0.1832,0
108,1704,49,0.27,1.63,1,0,2.973,0.1832,0
108,1705,53,19.27,0.13,1,0,2.973,0.1832,0
108,1706,44,12.27,0.13,0,0,2.973,0.1832,0
108,1707,41,5.27,-1.87,1,0,2.973,0.1832,0
108,1708,37,-4.73,-1.37,0,0,2.973,0.1832,0
108,1709,51,0.27,2.13,0,0,2.973,0.1832,0
108,1710,14,-4.73,0.63,0,0,2.973,0.1832,0
108,1711,17,9.27,-1.37,0,0,2.973,0.1832,0
109,1713,33,-14.73,-0.37,0,0,-12.977,-0.9383,0.19
109,1714,43,-17.73,-0.87,0,0,-12.977,-0.9383,0.19
109,1715,38,-7.73,0.13,0,0,-12.977,-0.9383,0.19
109,1716,26,-12.73,-1.37,0,0,-12.977,-0.9383,0.19
109,1717,26,-17.73,-5.87,1,1,-12.977,-0.9383,0.19
109,1718,31,-9.73,-0.87,1,0,-12.977,-0.9383,0.19
109,1719,30,-17.73,-4.87,1,1,-12.977,-0.9383,0.19
109,1720,29,-4.73,-1.37,1,0,-12.977,-0.9383,0.19
109,1721,36,-4.73,-0.37,1,0,-12.977,-0.9383,0.19
109,1722,43,-17.73,1.13,1,0,-12.977,-0.9383,0.19
109,1723,40,-17.73,-1.37,1,0,-12.977,-0.9383,0.19
109,1724,26,-7.73,-3.37,1,0,-12.977,-0.9383,0.19
109,1725,32,-17.73,-3.37,1,1,-12.977,-0.9383,0.19
109,1726,38,-17.73,1.63,0,0,-12.977,-0.9383,0.19
109,1727,43,-7.73,2.63,0,0,-12.977,-0.9383,0.19
109,1728,33,-7.73,-1.37,0,0,-12.977,-0.9383,0.19
109,1729,26,-14.73,0.13,0,0,-12.977,-0.9383,0.19
109,1730,34,-12.73,1.63,0,0,-12.977,-0.9383,0.19
109,1731,17,-17.73,-6.37,0,1,-12.977,-0.9383,0.19
109,1732,39,-12.73,3.63,1,0,-12.977,-0.9383,0.19
110,1735,45,19.27,-0.37,1,0,8.861,0.6595,0
110,1736,47,2.27,-0.37,0,0,8.861,0.6595,0
110,1737,45,7.27,1.13,0,0,8.861,0.6595,0
110,1738,46,22.27,-0.37,1,0,8.861,0.6595,0
110,1739,35,22.27,1.13,0,0,8.861,0.6595,0
110,1740,47,22.27,2.13,0,0,8.861,0.6595,0
110,1741,43,22.27,1.13,0,0,8.861,0.6595,0
110,1742,42,22.27,1.13,0,0,8.861,0.6595,0
110,1743,39,2.27,-1.37,1,0,8.861,0.6595,0
110,1744,51,22.27,-0.87,0,0,8.861,0.6595,0
110,1745,44,-7.73,-0.87,1,0,8.861,0.6595,0
110,1746,46,12.27,3.13,1,0,8.861,0.6595,0
110,1747,33,2.27,-1.37,0,0,8.861,0.6595,0
110,1748,40,-7.73,-0.87,1,0,8.861,0.6595,0
110,1749,51,2.27,1.63,1,0,8.861,0.6595,0
110,1750,45,-7.73,0.63,1,0,8.861,0.6595,0
110,1751,49,-7.73,0.63,1,0,8.861,0.6595,0
111,1752,39,2.27,-0.37,0,0,-4.727,0.6332,0.111
111,1753,45,0.27,1.63,0,0,-4.727,0.6332,0.111
111,1754,30,-4.73,0.63,0,0,-4.727,0.6332,0.111
111,1755,41,-7.73,3.13,1,0,-4.727,0.6332,0.111
111,1756,46,17.27,1.13,0,0,-4.727,0.6332,0.111
111,1757,39,-7.73,-0.87,0,0,-4.727,0.6332,0.111
111,1758,45,-7.73,1.13,0,0,-4.727,0.6332,0.111
111,1759,48,-7.73,1.13,1,0,-4.727,0.6332,0.111
111,1760,30,0.27,-1.87,0,0,-4.727,0.6332,0.111
111,1761,48,-0.73,2.13,1,0,-4.727,0.6332,0.111
111,1762,44,-7.73,-0.37,0,0,-4.727,0.6332,0.111
111,1763,29,-17.73,-1.87,1,1,-4.727,0.6332,0.111
111,1764,55,-17.73,3.63,0,0,-4.727,0.6332,0.111
111,1765,43,-7.73,0.13,1,0,-4.727,0.6332,0.111
111,1766,45,-4.73,0.13,0,0,-4.727,0.6332,0.111
111,1767,45,12.27,-0.37,0,0,-4.727,0.6332,0.111
111,1768,42,-17.73,2.13,0,0,-4.727,0.6332,0.111
111,1769,41,-7.73,0.13,0,1,-4.727,0.6332,0.111
112,1777,28,-2.73,0.13,0,0,-4.87,-1.4383,0
112,1778,26,-9.73,-3.87,0,0,-4.87,-1.4383,0
112,1779,46,5.27,-0.87,0,0,-4.87,-1.4383,0
112,1780,38,-4.73,-0.87,0,0,-4.87,-1.4383,0
112,1781,37,-14.73,-2.37,1,0,-4.87,-1.4383,0
112,1782,54,2.27,1.63,1,0,-4.87,-1.4383,0
112,1783,29,-9.73,-3.87,1,0,-4.87,-1.4383,0
114,1784,13,-6.73,-4.87,0,0,-5.091,-0.4123,0
114,1785,23,-6.73,-4.37,0,0,-5.091,-0.4123,0
114,1786,32,-12.73,-2.87,1,0,-5.091,-0.4123,0
114,1787,46,-1.73,3.13,0,0,-5.091,-0.4123,0
114,1788,27,-5.73,-0.37,0,0,-5.091,-0.4123,0
114,1789,29,-0.73,-1.87,0,0,-5.091,-0.4123,0
114,1790,31,-2.73,-2.87,1,0,-5.091,-0.4123,0
114,1791,45,-4.73,0.13,0,0,-5.091,-0.4123,0
114,1792,33,-6.73,-2.37,1,0,-5.091,-0.4123,0
114,1793,36,2.27,0.13,0,0,-5.091,-0.4123,0
114,1794,53,-6.73,1.63,1,0,-5.091,-0.4123,0
114,1795,35,-12.73,-1.87,0,0,-5.091,-0.4123,0
114,1796,41,0.27,0.63,1,0,-5.091,-0.4123,0
114,1797,39,-7.73,-0.37,1,0,-5.091,-0.4123,0
114,1798,36,2.27,1.13,0,0,-5.091,-0.4123,0
114,1799,47,-12.73,0.13,1,0,-5.091,-0.4123,0
114,1800,39,-10.73,2.63,0,0,-5.091,-0.4123,0
114,1801,47,-6.73,1.13,1,0,-5.091,-0.4123,0
114,1802,37,-1.73,-0.37,0,0,-5.091,-0.4123,0
114,1803,36,-5.73,-0.87,0,0,-5.091,-0.4123,0
114,1804,45,7.27,0.63,1,0,-5.091,-0.4123,0
114,1805,44,-10.73,2.63,0,0,-5.091,-0.4123,0
115,1806,36,5.27,-1.37,0,0,4.439,-0.4335,0
115,1807,36,5.27,-0.87,1,0,4.439,-0.4335,0
115,1808,20,2.27,-1.87,0,0,4.439,-0.4335,0
115,1809,46,2.27,0.13,0,0,4.439,-0.4335,0
115,1810,48,2.27,0.13,1,0,4.439,-0.4335,0
115,1811,24,-0.73,-0.87,1,0,4.439,-0.4335,0
115,1812,26,-0.73,-3.37,0,0,4.439,-0.4335,0
115,1813,40,5.27,-0.37,0,0,4.439,-0.4335,0
115,1814,35,-0.73,-2.37,0,0,4.439,-0.4335,0
115,1815,55,2.27,-0.87,1,0,4.439,-0.4335,0
115,1816,36,-0.73,0.13,0,0,4.439,-0.4335,0
115,1817,30,19.27,-0.37,1,0,4.439,-0.4335,0
115,1818,38,2.27,-1.37,0,0,4.439,-0.4335,0
115,1819,39,2.27,0.63,0,0,4.439,-0.4335,0
115,1820,52,-0.73,0.13,1,0,4.439,-0.4335,0
115,1821,36,5.27,0.13,0,0,4.439,-0.4335,0
115,1822,43,12.27,1.13,0,0,4.439,-0.4335,0
115,1823,31,2.27,-2.37,1,0,4.439,-0.4335,0
115,1824,43,2.27,0.13,0,0,4.439,-0.4335,0
115,1825,42,9.27,2.63,0,0,4.439,-0.4335,0
115,1826,37,9.27,-0.37,0,0,4.439,-0.4335,0
115,1827,47,17.27,-0.37,1,0,4.439,-0.4335,0
115,1828,49,12.27,0.13,0,0,4.439,-0.4335,0
115,1829,31,-4.73,-0.87,1,0,4.439,-0.4335,0
115,1830,41,2.27,0.13,1,0,4.439,-0.4335,0
115,1831,33,5.27,-2.87,1,0,4.439,-0.4335,0
115,1832,42,5.27,1.63,1,0,4.439,-0.4335,0
115,1833,41,5.27,0.63,0,0,4.439,-0.4335,0
115,1834,44,-4.73,0.63,0,0,4.439,-0.4335,0
115,1835,41,9.27,-0.87,0,0,4.439,-0.4335,0
116,1836,34,-4.73,0.13,1,0,-6.201,-0.9195,0
116,1837,32,0.27,-0.87,1,0,-6.201,-0.9195,0
116,1838,46,-7.73,1.63,1,0,-6.201,-0.9195,0
116,1839,40,-7.73,0.13,1,0,-6.201,-0.9195,0
116,1840,38,2.27,-2.37,1,0,-6.201,-0.9195,0
116,1841,40,-7.73,0.63,0,0,-6.201,-0.9195,0
116,1842,24,-17.73,-1.37,0,0,-6.201,-0.9195,0
116,1843,39,-12.73,-0.37,0,0,-6.201,-0.9195,0
116,1844,24,-7.73,-1.87,0,0,-6.201,-0.9195,0
116,1845,37,-10.73,-2.37,0,0,-6.201,-0.9195,0
116,1846,25,-7.73,-0.87,0,0,-6.201,-0.9195,0
116,1847,28,10.27,-2.87,0,0,-6.201,-0.9195,0
116,1848,39,2.27,1.13,0,0,-6.201,-0.9195,0
116,1849,39,-7.73,-0.87,0,0,-6.201,-0.9195,0
116,1850,33,-4.73,-3.87,0,0,-6.201,-0.9195,0
116,1851,38,-12.73,-0.87,0,0,-6.201,-0.9195,0
116,1852,38,-7.73,0.63,0,0,-6.201,-0.9195,0
116,1853,29,-2.73,-1.87,0,0,-6.201,-0.9195,0
116,1854,34,-12.73,-1.37,0,0,-6.201,-0.9195,0
117,1855,46,-10.73,-1.37,0,0,0.088,0.4665,0.037
117,1856,45,-1.73,-3.37,1,0,0.088,0.4665,0.037
117,1857,53,4.27,0.13,1,0,0.088,0.4665,0.037
117,1858,50,-8.73,-0.87,1,0,0.088,0.4665,0.037
117,1859,54,0.27,0.13,1,0,0.088,0.4665,0.037
117,1860,51,0.27,0.13,1,0,0.088,0.4665,0.037
117,1861,35,-10.73,-1.87,1,0,0.088,0.4665,0.037
117,1862,50,0.27,-0.87,1,0,0.088,0.4665,0.037
117,1863,46,17.27,-0.87,1,0,0.088,0.4665,0.037
117,1864,50,-16.73,1.13,0,1,0.088,0.4665,0.037
117,1865,46,-8.73,-0.87,1,0,0.088,0.4665,0.037
117,1866,48,-8.73,0.63,0,0,0.088,0.4665,0.037
117,1867,49,-2.73,0.13,0,0,0.088,0.4665,0.037
117,1868,49,-10.73,1.13,1,0,0.088,0.4665,0.037
117,1869,53,2.27,4.13,0,0,0.088,0.4665,0.037
117,1870,55,-8.73,0.63,0,0,0.088,0.4665,0.037
117,1871,45,-10.73,-0.87,0,0,0.088,0.4665,0.037
117,1872,51,10.27,-0.37,1,0,0.088,0.4665,0.037
117,1873,49,-8.73,1.13,1,0,0.088,0.4665,0.037
117,1874,55,-8.73,1.13,1,0,0.088,0.4665,0.037
117,1875,53,4.27,0.63,1,0,0.088,0.4665,0.037
117,1876,53,21.27,3.63,0,0,0.088,0.4665,0.037
117,1877,58,11.27,4.13,0,0,0.088,0.4665,0.037
117,1878,54,10.27,2.13,0,0,0.088,0.4665,0.037
117,1879,55,11.27,1.63,1,0,0.088,0.4665,0.037
117,1880,52,10.27,1.13,0,0,0.088,0.4665,0.037
117,1881,54,15.27,0.13,1,0,0.088,0.4665,0.037
118,1883,47,7.27,2.13,0,0,-1.927,0.3332,0.1
118,1884,49,-7.73,1.63,1,0,-1.927,0.3332,0.1
118,1885,34,5.27,0.63,0,0,-1.927,0.3332,0.1
118,1886,39,17.27,0.63,0,0,-1.927,0.3332,0.1
118,1887,27,-12.73,-1.37,1,0,-1.927,0.3332,0.1
118,1888,31,-9.73,-0.37,0,1,-1.927,0.3332,0.1
118,1889,40,-7.73,0.13,1,0,-1.927,0.3332,0.1
118,1890,39,-2.73,0.13,1,0,-1.927,0.3332,0.1
118,1891,25,2.27,-1.37,0,0,-1.927,0.3332,0.1
119,1894,34,-17.73,1.13,0,0,-4.37,-0.5454,0.071
119,1895,36,-2.73,-1.87,1,0,-4.37,-0.5454,0.071
119,1896,52,-7.73,3.13,1,0,-4.37,-0.5454,0.071
119,1897,48,7.27,1.13,0,0,-4.37,-0.5454,0.071
119,1898,31,-14.73,-1.37,1,0,-4.37,-0.5454,0.071
119,1899,43,-4.73,-0.37,1,0,-4.37,-0.5454,0.071
119,1900,27,-7.73,1.13,0,0,-4.37,-0.5454,0.071
119,1901,47,-4.73,2.13,0,0,-4.37,-0.5454,0.071
119,1902,27,-7.73,-1.87,1,0,-4.37,-0.5454,0.071
119,1903,40,5.27,-0.87,0,0,-4.37,-0.5454,0.071
119,1904,29,-9.73,-4.87,0,0,-4.37,-0.5454,0.071
119,1905,40,5.27,-0.87,0,0,-4.37,-0.5454,0.071
120,1906,24,-8.73,-0.87,1,0,7.473,0.9387,0.083
120,1907,31,-8.73,-0.37,1,0,7.473,0.9387,0.083
120,1908,36,-4.73,0.13,0,0,7.473,0.9387,0.083
120,1909,26,-0.73,0.63,1,0,7.473,0.9387,0.083
120,1910,46,0.27,1.13,0,0,7.473,0.9387,0.083
120,1911,43,10.27,-0.37,1,0,7.473,0.9387,0.083
120,1912,32,-4.73,-2.37,1,1,7.473,0.9387,0.083
120,1913,33,3.27,0.13,0,0,7.473,0.9387,0.083
120,1914,40,-0.73,1.13,0,0,7.473,0.9387,0.083
120,1916,37,8.27,0.63,0,0,7.473,0.9387,0.083
120,1917,41,11.27,1.13,0,0,7.473,0.9387,0.083
120,1918,49,-4.73,3.63,1,0,7.473,0.9387,0.083
120,1919,50,8.27,1.13,0,0,7.473,0.9387,0.083
120,1920,46,12.27,2.13,1,0,7.473,0.9387,0.083
120,1921,38,13.27,-0.37,0,0,7.473,0.9387,0.083
120,1922,48,13.27,1.13,1,0,7.473,0.9387,0.083
120,1923,39,-6.73,0.13,0,0,7.473,0.9387,0.083
120,1924,41,19.27,2.63,1,0,7.473,0.9387,0.083
120,1926,38,8.27,0.63,0,0,7.473,0.9387,0.083
120,1927,44,13.27,-0.37,1,0,7.473,0.9387,0.083
120,1928,45,19.27,0.13,1,0,7.473,0.9387,0.083
120,1929,34,-1.73,-0.87,1,0,7.473,0.9387,0.083
120,1930,49,-2.73,1.13,1,0,7.473,0.9387,0.083
120,1931,45,12.27,0.63,0,1,7.473,0.9387,0.083
120,1932,52,7.27,4.63,1,0,7.473,0.9387,0.083
120,1933,46,21.27,0.13,0,0,7.473,0.9387,0.083
120,1934,47,18.27,0.13,1,0,7.473,0.9387,0.083
120,1935,47,18.27,0.63,0,0,7.473,0.9387,0.083
120,1936,53,-1.73,1.63,1,0,7.473,0.9387,0.083
120,1937,49,15.27,1.63,0,1,7.473,0.9387,0.083
120,1938,45,21.27,1.63,0,0,7.473,0.9387,0.083
120,1939,49,17.27,1.63,0,0,7.473,0.9387,0.083
120,1940,49,9.27,4.63,1,0,7.473,0.9387,0.083
120,1941,49,13.27,2.63,0,0,7.473,0.9387,0.083
121,1942,41,-7.73,4.13,1,0,2.773,1.7332,0
121,1943,44,9.27,1.63,1,0,2.773,1.7332,0
121,1944,47,20.27,1.63,1,0,2.773,1.7332,0
121,1945,44,9.27,3.13,0,0,2.773,1.7332,0
121,1946,33,9.27,-1.37,0,0,2.773,1.7332,0
121,1947,28,-7.73,0.13,0,0,2.773,1.7332,0
121,1948,28,0.27,1.13,0,0,2.773,1.7332,0
121,1949,50,0.27,2.63,0,0,2.773,1.7332,0
121,1950,51,2.27,2.13,1,0,2.773,1.7332,0
121,1951,40,-7.73,2.13,0,0,2.773,1.7332,0
122,1952,19,13.27,-1.37,0,0,5.925,0.9592,0.043
122,1953,40,1.27,-1.37,1,0,5.925,0.9592,0.043
122,1954,43,-7.73,1.63,1,0,5.925,0.9592,0.043
122,1955,21,-13.73,-0.87,1,0,5.925,0.9592,0.043
122,1956,39,21.27,-0.37,0,0,5.925,0.9592,0.043
122,1957,29,18.27,1.13,1,0,5.925,0.9592,0.043
122,1958,48,4.27,3.13,0,0,5.925,0.9592,0.043
122,1959,44,13.27,1.63,1,0,5.925,0.9592,0.043
122,1960,38,15.27,-0.87,1,0,5.925,0.9592,0.043
122,1961,51,1.27,1.63,1,0,5.925,0.9592,0.043
122,1962,27,8.27,-1.37,1,0,5.925,0.9592,0.043
122,1963,47,-4.73,2.13,0,0,5.925,0.9592,0.043
122,1964,48,9.27,-0.37,0,0,5.925,0.9592,0.043
122,1965,47,3.27,-0.37,1,0,5.925,0.9592,0.043
122,1966,48,1.27,-0.87,1,0,5.925,0.9592,0.043
122,1967,51,-7.73,1.13,0,0,5.925,0.9592,0.043
122,1968,41,-6.73,0.63,1,0,5.925,0.9592,0.043
122,1969,52,18.27,2.63,1,0,5.925,0.9592,0.043
122,1970,53,21.27,3.63,1,1,5.925,0.9592,0.043
122,1971,53,18.27,2.63,1,0,5.925,0.9592,0.043
122,1972,51,2.27,0.13,1,0,5.925,0.9592,0.043
122,1973,53,2.27,3.63,0,0,5.925,0.9592,0.043
122,1974,53,4.27,4.13,0,0,5.925,0.9592,0.043
123,1984,38,-14.73,-5.37,1,1,-4.927,-2.4668,0.6
123,1985,29,-4.73,-4.87,0,1,-4.927,-2.4668,0.6
123,1986,38,-7.73,1.63,0,1,-4.927,-2.4668,0.6
123,1987,34,12.27,0.13,0,0,-4.927,-2.4668,0.6
124,1988,43,-0.73,0.13,1,0,-0.527,0.6332,0.05
124,1989,43,-7.73,0.63,1,0,-0.527,0.6332,0.05
124,1990,46,-10.73,0.13,0,0,-0.527,0.6332,0.05
124,1991,34,-7.73,-1.87,1,0,-0.527,0.6332,0.05
124,1992,52,0.27,-0.37,1,0,-0.527,0.6332,0.05
124,1993,56,2.27,1.63,0,0,-0.527,0.6332,0.05
124,1994,46,-7.73,-1.37,0,0,-0.527,0.6332,0.05
124,1995,47,2.27,0.63,1,0,-0.527,0.6332,0.05
124,1996,41,2.27,0.13,1,0,-0.527,0.6332,0.05
124,1997,40,-7.73,0.13,0,0,-0.527,0.6332,0.05
124,1998,42,0.27,4.13,1,0,-0.527,0.6332,0.05
124,1999,48,-10.73,2.63,0,1,-0.527,0.6332,0.05
124,2000,42,9.27,0.13,0,0,-0.527,0.6332,0.05
124,2001,48,9.27,0.63,0,0,-0.527,0.6332,0.05
124,2002,44,9.27,0.63,0,0,-0.527,0.6332,0.05
124,2003,45,5.27,0.13,0,0,-0.527,0.6332,0.05
124,2004,46,17.27,1.63,0,0,-0.527,0.6332,0.05
124,2005,53,-4.73,1.63,1,0,-0.527,0.6332,0.05
124,2006,40,-2.73,1.13,0,0,-0.527,0.6332,0.05
124,2007,46,-7.73,0.13,1,0,-0.527,0.6332,0.05
125,2009,51,-8.73,-2.87,1,1,4.384,0.2241,0.212
125,2015,42,2.27,1.63,0,0,4.384,0.2241,0.212
125,2016,47,2.27,1.63,0,0,4.384,0.2241,0.212
125,2017,32,-7.73,-2.37,0,1,4.384,0.2241,0.212
125,2018,52,17.27,2.63,0,0,4.384,0.2241,0.212
125,2019,40,2.27,-0.37,0,0,4.384,0.2241,0.212
125,2020,48,2.27,1.13,0,0,4.384,0.2241,0.212
125,2021,32,-7.73,-1.37,0,0,4.384,0.2241,0.212
125,2022,53,22.27,3.13,0,0,4.384,0.2241,0.212
125,2023,37,7.27,0.13,0,0,4.384,0.2241,0.212
125,2024,36,-7.73,-0.37,0,0,4.384,0.2241,0.212
125,2025,54,12.27,3.13,0,0,4.384,0.2241,0.212
125,2026,24,-7.73,-0.87,0,1,4.384,0.2241,0.212
125,2027,43,22.27,1.13,0,0,4.384,0.2241,0.212
125,2028,50,12.27,1.13,1,0,4.384,0.2241,0.212
125,2029,38,-7.73,0.13,1,0,4.384,0.2241,0.212
125,2030,46,-7.73,1.13,1,0,4.384,0.2241,0.212
125,2031,51,12.27,3.13,1,0,4.384,0.2241,0.212
125,2032,38,12.27,0.13,1,0,4.384,0.2241,0.212
125,2033,47,12.27,0.63,1,0,4.384,0.2241,0.212
125,2034,48,12.27,1.63,1,0,4.384,0.2241,0.212
125,2035,28,-7.73,0.63,1,0,4.384,0.2241,0.212
125,2036,51,2.27,0.13,1,0,4.384,0.2241,0.212
125,2037,43,-17.73,-5.37,1,1,4.384,0.2241,0.212
125,2038,52,22.27,2.63,1,0,4.384,0.2241,0.212
125,2039,43,5.27,0.63,1,0,4.384,0.2241,0.212
125,2040,49,17.27,0.13,1,0,4.384,0.2241,0.212
126,2041,22,-10.73,-3.37,0,0,5.573,0.2332,0
126,2042,31,3.27,-1.87,1,0,5.573,0.2332,0
126,2043,25,-13.73,-4.87,0,0,5.573,0.2332,0
126,2044,35,0.27,0.13,0,0,5.573,0.2332,0
